point,X,Y,label
0,6.0,18.0,1
1,11.0,0.0,1
2,24.0,6.0,1
3,36.0,13.0,1
4,41.0,19.0,1
5,51.0,5.0,1
6,64.0,9.0,1
7,71.0,15.0,1
8,86.0,1.0,1
9,95.0,1.0,1
10,104.0,18.0,1
11,119.0,14.0,1
12,120.0,17.0,1
13,132.0,8.0,1
14,148.0,13.0,1
15,158.0,20.0,1
16,163.0,5.0,1
17,178.0,11.0,1
18,185.0,20.0,1
19,196.0,19.0,1
20,207.0,19.0,1
21,217.0,9.0,1
22,229.0,11.0,1
23,5.0,32.0,1
24,12.0,23.0,1
25,28.0,27.0,1
26,31.0,26.0,1
27,45.0,34.0,1
28,55.0,37.0,1
29,67.0,23.0,1
30,75.0,34.0,1
31,85.0,35.0,1
32,99.0,28.0,1
33,108.0,21.0,1
34,113.0,27.0,1
35,122.0,40.0,1
36,131.0,39.0,1
37,141.0,40.0,1
38,151.0,28.0,1
39,166.0,27.0,1
40,177.0,23.0,1
41,182.0,22.0,1
42,191.0,25.0,1
43,203.0,32.0,1
44,211.0,28.0,1
45,224.0,24.0,1
46,1.0,55.0,1
47,18.0,42.0,1
48,26.0,50.0,1
49,38.0,49.0,1
50,42.0,60.0,1
51,57.0,42.0,1
52,69.0,41.0,1
53,79.0,55.0,1
54,85.0,52.0,1
55,95.0,48.0,1
56,102.0,43.0,1
57,114.0,42.0,1
58,121.0,45.0,1
59,135.0,55.0,1
60,146.0,51.0,1
61,159.0,47.0,1
62,161.0,49.0,1
63,171.0,48.0,1
64,181.0,52.0,1
65,194.0,52.0,1
66,208.0,50.0,1
67,214.0,52.0,1
68,223.0,46.0,1
69,1.0,71.0,1
70,14.0,73.0,1
71,25.0,61.0,1
72,35.0,63.0,1
73,42.0,65.0,1
74,54.0,79.0,1
75,65.0,69.0,1
76,73.0,69.0,1
77,81.0,70.0,1
78,98.0,66.0,1
79,105.0,60.0,1
80,115.0,77.0,1
81,125.0,65.0,1
82,135.0,71.0,1
83,143.0,77.0,1
84,151.0,77.0,1
85,162.0,65.0,1
86,175.0,64.0,1
87,187.0,74.0,1
88,197.0,67.0,1
89,202.0,68.0,1
90,215.0,78.0,1
91,225.0,62.0,1
92,8.0,83.0,1
93,16.0,89.0,1
94,20.0,99.0,1
95,34.0,85.0,1
96,47.0,86.0,1
97,56.0,86.0,1
98,67.0,92.0,1
99,78.0,84.0,1
100,84.0,95.0,1
101,99.0,93.0,1
102,101.0,97.0,1
103,115.0,92.0,1
104,127.0,97.0,1
105,132.0,87.0,1
106,149.0,95.0,1
107,156.0,100.0,1
108,164.0,95.0,1
109,171.0,81.0,1
110,189.0,100.0,1
111,198.0,89.0,1
112,208.0,81.0,1
113,216.0,92.0,1
114,229.0,86.0,1
115,1.0,100.0,1
116,12.0,102.0,1
117,22.0,113.0,1
118,37.0,103.0,1
119,48.0,104.0,1
120,56.0,113.0,1
121,68.0,119.0,1
122,72.0,100.0,1
123,81.0,110.0,1
124,98.0,107.0,1
125,103.0,103.0,1
126,112.0,120.0,1
127,130.0,120.0,1
128,136.0,104.0,1
129,142.0,120.0,1
130,157.0,106.0,1
131,164.0,112.0,1
132,174.0,119.0,1
133,184.0,101.0,1
134,198.0,115.0,1
135,202.0,115.0,1
136,212.0,118.0,1
137,229.0,101.0,1
138,6.0,127.0,1
139,12.0,140.0,2
140,22.0,121.0,1
141,31.0,132.0,1
142,41.0,132.0,1
143,53.0,124.0,1
144,62.0,136.0,1
145,80.0,126.0,1
146,84.0,123.0,1
147,98.0,126.0,1
148,108.0,130.0,1
149,115.0,134.0,1
150,128.0,125.0,1
151,136.0,133.0,1
152,145.0,134.0,1
153,152.0,131.0,1
154,167.0,127.0,1
155,171.0,135.0,1
156,184.0,139.0,1
157,199.0,124.0,1
158,202.0,127.0,1
159,217.0,128.0,1
160,225.0,121.0,1
161,8.0,148.0,2
162,16.0,148.0,2
163,27.0,149.0,2
164,37.0,155.0,2
165,42.0,150.0,2
166,54.0,144.0,1
167,65.0,145.0,1
168,75.0,142.0,1
169,82.0,144.0,1
170,91.0,151.0,1
171,101.0,143.0,1
172,115.0,142.0,1
173,127.0,157.0,1
174,139.0,157.0,1
175,147.0,159.0,1
176,155.0,159.0,1
177,163.0,142.0,1
178,177.0,154.0,1
179,183.0,149.0,1
180,199.0,157.0,3
181,201.0,145.0,1
182,218.0,144.0,3
183,228.0,158.0,3
184,3.0,166.0,2
185,18.0,178.0,2
186,29.0,172.0,2
187,33.0,171.0,2
188,43.0,173.0,2
189,52.0,168.0,2
190,68.0,175.0,2
191,73.0,164.0,2
192,82.0,173.0,2
193,93.0,165.0,1
194,101.0,173.0,2
195,117.0,172.0,1
196,124.0,177.0,3
197,139.0,175.0,3
198,145.0,177.0,3
199,151.0,177.0,3
200,166.0,165.0,3
201,178.0,169.0,3
202,181.0,161.0,3
203,199.0,166.0,3
204,208.0,173.0,3
205,219.0,172.0,3
206,223.0,171.0,3
207,8.0,190.0,2
208,15.0,183.0,2
209,24.0,194.0,2
210,34.0,196.0,2
211,42.0,185.0,2
212,51.0,198.0,2
213,65.0,199.0,2
214,72.0,195.0,2
215,83.0,191.0,2
216,96.0,183.0,2
217,107.0,195.0,2
218,117.0,191.0,3
219,123.0,194.0,3
220,132.0,184.0,3
221,148.0,188.0,3
222,158.0,199.0,3
223,165.0,184.0,3
224,174.0,193.0,3
225,184.0,186.0,3
226,190.0,195.0,3
227,209.0,194.0,3
228,219.0,180.0,3
229,226.0,192.0,3
230,1.0,210.0,2
231,17.0,207.0,2
232,22.0,201.0,2
233,34.0,213.0,2
234,44.0,213.0,2
235,56.0,202.0,2
236,62.0,209.0,2
237,74.0,213.0,2
238,89.0,209.0,2
239,95.0,212.0,2
240,108.0,205.0,2
241,119.0,218.0,3
242,124.0,203.0,3
243,133.0,208.0,3
244,141.0,207.0,3
245,157.0,211.0,3
246,167.0,213.0,3
247,176.0,210.0,3
248,182.0,201.0,3
249,196.0,218.0,3
250,205.0,219.0,3
251,219.0,218.0,3
252,228.0,208.0,3
253,6.0,222.0,2
254,11.0,234.0,2
255,21.0,222.0,2
256,38.0,239.0,2
257,48.0,227.0,2
258,50.0,231.0,2
259,63.0,232.0,2
260,73.0,240.0,2
261,87.0,234.0,2
262,96.0,237.0,2
263,102.0,228.0,2
264,118.0,224.0,3
265,128.0,229.0,3
266,137.0,221.0,3
267,147.0,227.0,3
268,151.0,224.0,3
269,169.0,233.0,3
270,177.0,225.0,3
271,185.0,220.0,3
272,193.0,238.0,3
273,207.0,229.0,3
274,214.0,230.0,3
275,224.0,234.0,3
276,6.0,240.0,2
277,14.0,257.0,2
278,23.0,253.0,2
279,36.0,247.0,2
280,49.0,254.0,2
281,51.0,242.0,2
282,64.0,251.0,2
283,71.0,258.0,2
284,81.0,260.0,2
285,92.0,242.0,2
286,102.0,254.0,2
287,118.0,253.0,3
288,123.0,244.0,3
289,133.0,241.0,3
290,148.0,254.0,3
291,155.0,240.0,3
292,161.0,250.0,3
293,173.0,257.0,3
294,181.0,254.0,3
295,192.0,256.0,3
296,205.0,251.0,3
297,218.0,254.0,3
298,229.0,241.0,3
299,2.0,277.0,2
300,15.0,275.0,2
301,22.0,267.0,2
302,32.0,274.0,2
303,44.0,269.0,2
304,57.0,278.0,2
305,64.0,261.0,2
306,71.0,273.0,2
307,81.0,278.0,2
308,96.0,272.0,2
309,102.0,272.0,2
310,115.0,271.0,3
311,120.0,280.0,3
312,135.0,278.0,3
313,149.0,261.0,3
314,158.0,263.0,3
315,163.0,270.0,3
316,175.0,273.0,3
317,185.0,265.0,3
318,200.0,276.0,3
319,204.0,273.0,3
320,215.0,263.0,3
321,227.0,265.0,3
322,4.0,300.0,2
323,13.0,293.0,2
324,22.0,287.0,2
325,38.0,297.0,2
326,41.0,296.0,2
327,54.0,286.0,2
328,68.0,296.0,2
329,71.0,281.0,2
330,86.0,288.0,2
331,96.0,285.0,2
332,101.0,296.0,2
333,119.0,292.0,3
334,122.0,292.0,3
335,140.0,293.0,3
336,147.0,300.0,3
337,158.0,290.0,3
338,163.0,286.0,3
339,174.0,294.0,3
340,187.0,298.0,3
341,199.0,290.0,3
342,203.0,280.0,3
343,216.0,281.0,3
344,226.0,288.0,3
345,9.0,310.0,2
346,17.0,308.0,2
347,24.0,308.0,2
348,31.0,305.0,2
349,41.0,305.0,2
350,52.0,313.0,2
351,65.0,315.0,2
352,72.0,311.0,2
353,87.0,313.0,2
354,93.0,303.0,2
355,104.0,307.0,2
356,112.0,305.0,3
357,122.0,307.0,3
358,135.0,317.0,3
359,147.0,313.0,3
360,157.0,314.0,3
361,163.0,306.0,3
362,177.0,316.0,3
363,188.0,306.0,3
364,195.0,302.0,3
365,208.0,301.0,3
366,215.0,313.0,3
367,221.0,308.0,3
368,1.0,338.0,2
369,18.0,331.0,2
370,27.0,324.0,2
371,37.0,338.0,2
372,46.0,332.0,2
373,54.0,327.0,2
374,62.0,337.0,2
375,71.0,328.0,2
376,81.0,338.0,0
377,98.0,325.0,2
378,108.0,322.0,2
379,112.0,327.0,0
380,124.0,329.0,3
381,138.0,338.0,0
382,145.0,322.0,3
383,151.0,337.0,3
384,162.0,324.0,3
385,179.0,320.0,3
386,182.0,340.0,3
387,196.0,335.0,3
388,209.0,340.0,3
389,212.0,324.0,3
390,229.0,333.0,3
391,9.0,352.0,2
392,17.0,341.0,2
393,24.0,344.0,2
394,37.0,340.0,2
395,46.0,357.0,0
396,57.0,348.0,0
397,68.0,351.0,0
398,77.0,352.0,0
399,85.0,349.0,0
400,96.0,349.0,0
401,109.0,358.0,0
402,112.0,343.0,0
403,122.0,345.0,0
404,131.0,350.0,0
405,143.0,357.0,0
406,151.0,356.0,0
407,163.0,354.0,0
408,176.0,344.0,3
409,185.0,340.0,3
410,199.0,341.0,3
411,203.0,343.0,3
412,213.0,340.0,3
413,225.0,357.0,3
414,7.0,376.0,0
415,17.0,371.0,0
416,22.0,376.0,0
417,34.0,362.0,0
418,41.0,364.0,0
419,56.0,374.0,0
420,62.0,365.0,0
421,74.0,362.0,0
422,82.0,379.0,0
423,96.0,379.0,0
424,106.0,370.0,0
425,119.0,370.0,0
426,127.0,376.0,0
427,136.0,372.0,0
428,143.0,368.0,0
429,156.0,375.0,0
430,168.0,365.0,0
431,178.0,370.0,0
432,189.0,366.0,0
433,191.0,368.0,0
434,204.0,376.0,0
435,213.0,369.0,0
436,229.0,367.0,3
437,4.0,396.0,0
438,17.0,392.0,0
439,29.0,394.0,0
440,39.0,380.0,0
441,45.0,391.0,0
442,56.0,398.0,0
443,66.0,390.0,0
444,75.0,394.0,0
445,88.0,400.0,0
446,96.0,392.0,0
447,102.0,393.0,0
448,119.0,382.0,0
449,126.0,393.0,0
450,135.0,391.0,0
451,143.0,397.0,0
452,156.0,397.0,0
453,167.0,396.0,0
