point,X,Y,label
0,6.0,18.0,5
1,11.0,0.0,5
2,24.0,6.0,5
3,36.0,13.0,5
4,41.0,19.0,5
5,51.0,5.0,5
6,64.0,9.0,5
7,71.0,15.0,5
8,86.0,1.0,18
9,95.0,1.0,18
10,104.0,18.0,18
11,119.0,14.0,18
12,120.0,17.0,18
13,132.0,8.0,18
14,148.0,13.0,18
15,158.0,20.0,9
16,163.0,5.0,9
17,178.0,11.0,9
18,185.0,20.0,9
19,196.0,19.0,9
20,207.0,19.0,9
21,217.0,9.0,9
22,229.0,11.0,9
23,5.0,32.0,5
24,12.0,23.0,5
25,28.0,27.0,5
26,31.0,26.0,5
27,45.0,34.0,5
28,55.0,37.0,5
29,67.0,23.0,5
30,75.0,34.0,18
31,85.0,35.0,18
32,99.0,28.0,18
33,108.0,21.0,18
34,113.0,27.0,18
35,122.0,40.0,18
36,131.0,39.0,18
37,141.0,40.0,18
38,151.0,28.0,18
39,166.0,27.0,9
40,177.0,23.0,9
41,182.0,22.0,9
42,191.0,25.0,9
43,203.0,32.0,9
44,211.0,28.0,9
45,224.0,24.0,9
46,1.0,55.0,5
47,18.0,42.0,5
48,26.0,50.0,5
49,38.0,49.0,5
50,42.0,60.0,5
51,57.0,42.0,5
52,69.0,41.0,5
53,79.0,55.0,18
54,85.0,52.0,18
55,95.0,48.0,18
56,102.0,43.0,18
57,114.0,42.0,18
58,121.0,45.0,18
59,135.0,55.0,18
60,146.0,51.0,18
61,159.0,47.0,9
62,161.0,49.0,9
63,171.0,48.0,9
64,181.0,52.0,9
65,194.0,52.0,9
66,208.0,50.0,9
67,214.0,52.0,9
68,223.0,46.0,9
69,1.0,71.0,5
70,14.0,73.0,5
71,25.0,61.0,5
72,35.0,63.0,5
73,42.0,65.0,5
74,54.0,79.0,5
75,65.0,69.0,5
76,73.0,69.0,5
77,81.0,70.0,18
78,98.0,66.0,18
79,105.0,60.0,18
80,115.0,77.0,2
81,125.0,65.0,18
82,135.0,71.0,18
83,143.0,77.0,2
84,151.0,77.0,2
85,162.0,65.0,9
86,175.0,64.0,9
87,187.0,74.0,9
88,197.0,67.0,9
89,202.0,68.0,9
90,215.0,78.0,9
91,225.0,62.0,9
92,8.0,83.0,5
93,16.0,89.0,5
94,20.0,99.0,12
95,34.0,85.0,5
96,47.0,86.0,5
97,56.0,86.0,5
98,67.0,92.0,12
99,78.0,84.0,2
100,84.0,95.0,2
101,99.0,93.0,2
102,101.0,97.0,2
103,115.0,92.0,2
104,127.0,97.0,2
105,132.0,87.0,2
106,149.0,95.0,2
107,156.0,100.0,2
108,164.0,95.0,13
109,171.0,81.0,9
110,189.0,100.0,13
111,198.0,89.0,13
112,208.0,81.0,9
113,216.0,92.0,13
114,229.0,86.0,13
115,1.0,100.0,12
116,12.0,102.0,12
117,22.0,113.0,12
118,37.0,103.0,12
119,48.0,104.0,12
120,56.0,113.0,12
121,68.0,119.0,12
122,72.0,100.0,12
123,81.0,110.0,2
124,98.0,107.0,2
125,103.0,103.0,2
126,112.0,120.0,2
127,130.0,120.0,2
128,136.0,104.0,2
129,142.0,120.0,2
130,157.0,106.0,2
131,164.0,112.0,13
132,174.0,119.0,13
133,184.0,101.0,13
134,198.0,115.0,13
135,202.0,115.0,13
136,212.0,118.0,13
137,229.0,101.0,13
138,6.0,127.0,12
139,12.0,140.0,12
140,22.0,121.0,12
141,31.0,132.0,12
142,41.0,132.0,12
143,53.0,124.0,12
144,62.0,136.0,12
145,80.0,126.0,12
146,84.0,123.0,2
147,98.0,126.0,2
148,108.0,130.0,2
149,115.0,134.0,2
150,128.0,125.0,2
151,136.0,133.0,2
152,145.0,134.0,2
153,152.0,131.0,2
154,167.0,127.0,13
155,171.0,135.0,13
156,184.0,139.0,13
157,199.0,124.0,13
158,202.0,127.0,13
159,217.0,128.0,13
160,225.0,121.0,13
161,8.0,148.0,12
162,16.0,148.0,12
163,27.0,149.0,12
164,37.0,155.0,12
165,42.0,150.0,12
166,54.0,144.0,12
167,65.0,145.0,12
168,75.0,142.0,12
169,82.0,144.0,12
170,91.0,151.0,2
171,101.0,143.0,2
172,115.0,142.0,2
173,127.0,157.0,10
174,139.0,157.0,10
175,147.0,159.0,10
176,155.0,159.0,10
177,163.0,142.0,13
178,177.0,154.0,13
179,183.0,149.0,13
180,199.0,157.0,13
181,201.0,145.0,13
182,218.0,144.0,13
183,228.0,158.0,13
184,3.0,166.0,12
185,18.0,178.0,0
186,29.0,172.0,12
187,33.0,171.0,12
188,43.0,173.0,12
189,52.0,168.0,12
190,68.0,175.0,12
191,73.0,164.0,12
192,82.0,173.0,10
193,93.0,165.0,10
194,101.0,173.0,10
195,117.0,172.0,10
196,124.0,177.0,10
197,139.0,175.0,10
198,145.0,177.0,10
199,151.0,177.0,10
200,166.0,165.0,10
201,178.0,169.0,7
202,181.0,161.0,13
203,199.0,166.0,7
204,208.0,173.0,7
205,219.0,172.0,7
206,223.0,171.0,7
207,8.0,190.0,0
208,15.0,183.0,0
209,24.0,194.0,0
210,34.0,196.0,0
211,42.0,185.0,0
212,51.0,198.0,0
213,65.0,199.0,0
214,72.0,195.0,0
215,83.0,191.0,10
216,96.0,183.0,10
217,107.0,195.0,10
218,117.0,191.0,10
219,123.0,194.0,10
220,132.0,184.0,10
221,148.0,188.0,10
222,158.0,199.0,10
223,165.0,184.0,7
224,174.0,193.0,7
225,184.0,186.0,7
226,190.0,195.0,7
227,209.0,194.0,7
228,219.0,180.0,7
229,226.0,192.0,7
230,1.0,210.0,0
231,17.0,207.0,0
232,22.0,201.0,0
233,34.0,213.0,0
234,44.0,213.0,0
235,56.0,202.0,0
236,62.0,209.0,0
237,74.0,213.0,0
238,89.0,209.0,10
239,95.0,212.0,10
240,108.0,205.0,10
241,119.0,218.0,10
242,124.0,203.0,10
243,133.0,208.0,10
244,141.0,207.0,10
245,157.0,211.0,10
246,167.0,213.0,7
247,176.0,210.0,7
248,182.0,201.0,7
249,196.0,218.0,7
250,205.0,219.0,7
251,219.0,218.0,7
252,228.0,208.0,7
253,6.0,222.0,0
254,11.0,234.0,0
255,21.0,222.0,0
256,38.0,239.0,0
257,48.0,227.0,0
258,50.0,231.0,0
259,63.0,232.0,0
260,73.0,240.0,17
261,87.0,234.0,17
262,96.0,237.0,17
263,102.0,228.0,17
264,118.0,224.0,10
265,128.0,229.0,10
266,137.0,221.0,10
267,147.0,227.0,10
268,151.0,224.0,10
269,169.0,233.0,7
270,177.0,225.0,7
271,185.0,220.0,7
272,193.0,238.0,7
273,207.0,229.0,7
274,214.0,230.0,7
