point,X,Y,label
0,4080.0,5236.0,4
1,4688.0,6468.0,4
2,5296.0,9218.0,1
3,9392.0,10956.0,3
4,9536.0,9944.0,3
5,9680.0,7106.0,6
6,9936.0,9108.0,3
7,10240.0,6248.0,6
8,10544.0,5258.0,6
9,15504.0,6050.0,8
10,15552.0,8096.0,8
11,15600.0,10032.0,2
12,18864.0,11649.0,2
13,18895.5,11330.0,2
14,18928.0,7491.0,8
15,18928.0,11154.0,2
16,12496.0,9548.0,3
17,12528.0,7128.0,0
18,12560.0,5698.0,0
19,8880.0,8888.0,5
20,9984.0,5808.0,6
21,11088.0,5038.0,0
22,11952.0,5368.0,0
23,11968.0,6468.0,0
24,11984.0,9218.0,3
25,12368.0,9218.0,3
26,12432.0,6468.0,0
27,12496.0,5368.0,0
28,13264.0,9328.0,3
29,13312.0,6688.0,0
30,13360.0,5478.0,0
31,560.0,4532.0,9
32,560.0,8514.0,1
33,640.0,5060.0,9
34,720.0,4532.0,9
35,5936.0,7986.0,1
36,13776.0,9548.0,3
37,13840.0,7128.0,0
38,13904.0,5698.0,0
39,14480.0,10956.0,2
40,14624.0,9944.0,2
41,14768.0,7106.0,0
42,7856.0,10142.0,5
43,7904.0,8316.0,5
44,7952.0,6160.0,6
45,1200.0,5940.0,9
46,1712.0,7876.0,1
47,2224.0,9922.0,7
48,1488.0,5830.0,9
49,2272.0,7656.0,1
50,3056.0,9812.0,1
51,624.0,11770.0,7
52,720.0,11572.0,7
53,816.0,7788.0,1
54,349.5,11352.0,7
55,432.0,11660.0,7
56,2192.0,4422.0,9
57,2480.0,4840.0,9
58,2768.0,4422.0,9
59,3056.0,4840.0,9
60,3344.0,4422.0,4
61,3632.0,4840.0,4
62,3920.0,4422.0,4
63,3920.0,7942.0,1
64,4640.0,11044.0,5
65,5360.0,11506.0,5
66,5488.0,7568.0,1
67,5536.0,11132.0,5
68,5584.0,11550.0,5
69,1712.0,4202.0,9
70,2000.0,4400.0,9
71,2288.0,4202.0,9
72,2576.0,4400.0,9
73,2864.0,4202.0,9
74,2864.0,5214.0,9
75,3136.0,6028.0,9
76,3408.0,8998.0,1
77,3424.0,6028.0,4
78,3440.0,5016.0,4
79,7984.0,7986.0,6
80,14160.0,9658.0,2
81,14176.0,7348.0,0
82,14192.0,5808.0,0
83,14384.0,9658.0,2
84,14432.0,7348.0,0
85,14480.0,5808.0,0
86,13072.0,8118.0,0
87,1424.0,6050.0,9
88,2096.0,8096.0,1
89,2768.0,9724.0,1
90,2768.0,11660.0,7
91,2944.0,11352.0,7
92,3120.0,11660.0,7
93,7696.0,10142.0,5
94,7760.0,8316.0,5
95,7824.0,6160.0,6
96,1456.0,6864.0,9
97,2272.0,9724.0,1
98,3088.0,10846.0,7
99,12752.0,9548.0,3
100,12768.0,7128.0,0
101,12784.0,5698.0,0
102,2864.0,10032.0,1
103,3552.0,8096.0,1
104,4240.0,6050.0,4
105,8016.0,4422.0,6
106,8048.0,4840.0,6
107,8080.0,8404.0,5
108,8192.0,4840.0,6
109,8304.0,4422.0,6
110,8336.0,4840.0,6
111,8368.0,4422.0,6
112,8479.5,4840.0,6
113,8592.0,4312.0,6
114,8624.0,4620.0,6
115,8592.0,4708.0,6
116,8656.0,4312.0,6
117,8768.0,4620.0,6
118,8880.0,4092.0,6
119,8880.0,4400.0,6
120,8912.0,4180.0,6
121,8944.0,4092.0,6
122,592.0,11176.0,7
123,736.0,10384.0,7
124,880.0,7194.0,9
125,11664.0,5698.0,0
126,11856.0,7128.0,0
127,12048.0,9548.0,3
128,12976.0,8536.0,3
129,13184.0,5104.0,0
130,13392.0,4686.0,0
131,14288.0,9658.0,2
132,14304.0,7348.0,0
133,14320.0,5808.0,0
134,18384.0,11759.0,2
135,18626.5,11550.0,2
136,16208.0,10208.0,2
137,16384.0,8448.0,2
138,16560.0,6226.0,8
139,11376.0,5038.0,0
140,12384.0,5808.0,0
141,13392.0,8888.0,3
142,9968.0,5698.0,6
143,10032.0,7128.0,6
144,10096.0,9548.0,3
145,10256.0,5698.0,6
146,10816.0,7128.0,0
147,11376.0,9548.0,3
148,15824.0,5786.0,8
149,15920.0,7568.0,8
150,16016.0,9768.0,2
151,1008.0,4312.0,9
152,1056.0,4620.0,9
153,1104.0,4312.0,9
154,1104.0,8052.0,1
155,1168.0,11484.0,7
156,1232.0,11726.0,7
157,15280.0,6270.0,8
158,15600.0,8536.0,2
159,15920.0,10252.0,2
160,17360.0,11880.0,2
161,17568.0,11792.0,2
162,17776.0,11880.0,2
163,17984.0,11792.0,2
164,18192.0,11880.0,2
165,18400.0,11792.0,2
166,18608.0,11880.0,2
167,6480.0,8624.0,5
168,6528.0,5280.0,4
169,6576.0,4642.0,4
170,6160.0,4642.0,4
171,6272.0,5280.0,4
172,6384.0,8624.0,5
173,5520.0,9988.0,5
174,5552.0,8008.0,1
175,5584.0,6006.0,4
176,1968.0,6754.0,9
177,1984.0,9504.0,1
178,2000.0,10736.0,7
179,6192.0,6754.0,4
180,11344.0,9504.0,3
181,16496.0,10736.0,2
182,8944.0,9922.0,5
183,8960.0,7876.0,6
184,8976.0,5940.0,6
185,4432.0,7194.0,1
186,9824.0,10384.0,3
187,15216.0,11176.0,2
188,4496.0,5786.0,4
189,10064.0,7568.0,6
190,15632.0,9768.0,2
191,7216.0,10032.0,5
192,7360.0,8096.0,5
193,7504.0,6050.0,6
194,4720.0,5456.0,4
195,10384.0,6908.0,6
196,16048.0,9438.0,2
197,4784.0,6490.0,4
198,10624.0,8976.0,3
199,16464.0,10472.0,2
200,1296.0,10318.0,7
201,1344.5,8316.0,1
202,1296.0,8492.0,1
203,1392.0,6160.0,9
204,15696.0,6050.0,8
205,15712.0,8096.0,8
206,15728.0,9834.0,2
207,15728.0,11770.0,2
208,16352.0,11572.0,2
209,16976.0,11770.0,2
210,11792.0,9218.0,3
211,11808.0,6468.0,0
212,11824.0,5368.0,0
213,11216.0,8118.0,3
214,336.0,11396.0,7
215,352.0,10824.0,7
216,368.0,7414.0,9
217,14608.0,10252.0,2
218,14624.0,8536.0,2
219,14640.0,6402.0,0
220,13968.0,9658.0,3
221,14000.0,7348.0,0
222,14032.0,5808.0,0
223,10416.0,6996.0,6
224,10432.0,9724.0,3
225,10448.0,10846.0,3
226,9808.0,5698.0,6
227,9840.0,7128.0,6
228,9872.0,9548.0,3
229,15248.0,5940.0,8
230,15280.0,7876.0,8
231,15312.0,9922.0,2
232,13200.0,9328.0,3
233,13216.0,6688.0,0
234,13232.0,5478.0,0
235,12560.0,10846.0,3
236,12592.0,9724.0,3
237,12624.0,6996.0,0
238,3920.0,11660.0,7
239,3952.0,11352.0,7
240,3984.0,7678.0,1
241,4016.0,6644.0,1
242,4032.0,9284.0,1
243,4048.0,10626.0,1
244,4048.0,6270.0,4
245,4208.0,8536.0,1
246,4368.0,10252.0,1
247,3824.0,10252.0,1
248,3888.0,8536.0,1
249,3952.0,6270.0,4
250,4112.0,5676.0,4
251,4416.0,7348.0,1
252,4720.0,9658.0,1
253,4144.0,6644.0,1
254,4464.0,9284.0,1
255,4784.0,10626.0,5
256,4176.0,4906.0,4
257,4560.0,5808.0,4
258,4944.0,8888.0,1
259,4208.0,5016.0,4
260,4608.0,6028.0,4
261,5008.0,8998.0,1
262,528.0,4092.0,9
263,1584.0,4180.0,9
264,2640.0,4092.0,9
265,12112.0,4466.0,0
266,14752.0,4664.0,8
267,17392.0,4158.0,8
268,17392.0,8118.0,8
269,17456.0,11572.0,2
270,17392.0,4510.0,8
271,17520.0,11770.0,2
272,10800.0,7106.0,0
273,10864.0,9944.0,3
274,10928.0,10956.0,3
275,10704.0,5478.0,6
276,10720.0,6688.0,0
277,10736.0,9328.0,3
278,16688.0,6226.0,8
279,16928.0,8448.0,2
280,17168.0,10208.0,2
281,13520.0,4576.0,0
282,15776.0,4884.0,8
283,18032.0,8426.0,2
284,18063.5,4884.0,8
285,18096.0,4268.0,8
286,18096.0,4708.0,8
287,10928.0,6732.0,0
288,13680.0,9196.0,3
289,16432.0,8382.0,2
290,16736.0,7568.0,8
291,16432.0,10582.0,2
292,17040.0,5786.0,8
293,9424.0,4928.0,6
294,9472.0,5588.0,6
295,9520.0,8778.0,3
296,10256.0,10956.0,3
297,10464.0,9944.0,3
298,10672.0,7106.0,0
299,13744.0,4686.0,0
300,16091.5,5104.0,8
301,18448.0,4378.0,8
302,18448.0,4928.0,8
303,18512.5,5104.0,8
304,18576.0,8536.0,2
305,656.0,4312.0,9
306,816.0,4620.0,9
307,976.0,4312.0,9
308,976.0,4752.0,9
309,992.5,4928.0,9
310,1008.0,8448.0,1
311,1072.0,4928.0,9
312,1136.0,4466.0,9
313,12176.0,9218.0,3
314,12208.0,6468.0,0
315,12240.0,5368.0,0
316,18800.0,7986.0,8
317,14800.0,9658.0,2
318,14864.0,7348.0,8
319,14928.0,5808.0,8
320,9520.0,4554.0,6
321,9616.0,4840.0,6
322,9712.0,8404.0,3
323,16336.0,5786.0,8
324,16352.0,7568.0,8
325,16368.0,9768.0,2
326,10832.0,5258.0,0
327,11184.0,6248.0,0
328,11536.0,9108.0,3
329,12208.0,5698.0,0
330,12240.0,7128.0,0
331,12272.0,9548.0,3
332,12336.0,4906.0,0
333,15040.0,5544.0,8
334,17744.0,4774.0,8
335,17920.0,5544.0,8
336,18096.0,8756.0,2
337,12688.0,9218.0,3
338,13168.0,6468.0,0
339,13648.0,5368.0,0
340,12880.0,9548.0,3
341,13248.0,7128.0,0
342,13616.0,5698.0,0
343,14672.0,10252.0,2
344,14848.0,8536.0,2
345,15024.0,6402.0,8
346,5808.0,4092.0,4
347,5808.0,8074.0,1
348,5840.0,4180.0,4
349,5872.0,4092.0,4
350,3472.0,9768.0,1
351,3664.0,7568.0,1
352,3856.0,5786.0,4
353,336.0,4202.0,9
354,624.0,4400.0,9
355,912.0,4202.0,9
356,11344.0,10252.0,3
357,12944.0,8536.0,3
358,14544.0,10252.0,2
359,17872.0,7788.0,8
360,17904.0,11572.0,2
361,17936.0,11770.0,2
362,368.0,11550.0,7
363,416.0,11132.0,7
