point,X,Y,label
0,0.0,0.0,7
1,1116.3,1555.2,7
2,1357.6,1479.0,7
3,1148.1,1771.1,7
4,1186.2,1796.5,7
5,1205.2,1885.4,7
6,1237.0,1993.4,7
7,1300.5,2006.1,7
8,1160.8,2025.1,7
9,1173.5,2037.8,7
10,1224.3,2050.5,7
11,1351.3,2241.0,7
12,1732.3,2133.1,1
13,1745.0,2190.2,1
14,1764.0,2291.8,1
15,1764.0,2342.6,1
16,1732.3,2393.4,1
17,1745.0,2418.8,1
18,1649.7,2431.5,1
19,1757.7,2520.4,1
20,2297.4,1771.1,3
21,2214.9,1428.2,3
22,2227.6,1339.3,3
23,2183.1,1320.3,3
24,2614.9,1110.7,0
25,2507.0,1161.5,0
26,2348.2,952.0,3
27,2221.2,1009.1,3
28,2208.5,1085.3,3
29,2202.2,1136.1,3
30,2214.9,1174.2,3
31,2024.4,1123.4,3
32,2043.4,1301.2,3
33,1948.2,1307.6,3
34,1941.8,1390.1,3
35,1846.6,1415.5,3
36,1757.7,1364.7,3
37,1802.1,1352.0,3
38,1833.9,1263.1,3
39,1732.3,1250.4,3
40,2043.4,1580.6,3
41,2049.8,1745.7,3
42,1999.0,1802.9,3
43,1960.9,1815.6,3
44,2056.1,1821.9,3
45,2011.7,1828.3,3
46,2043.4,1853.7,3
47,1846.6,1783.8,3
48,1821.2,1828.3,3
49,1846.6,1866.4,3
50,1814.8,1650.5,3
51,1668.8,1809.2,3
52,1859.3,2164.8,1
53,1986.3,2133.1,1
54,2011.7,2177.5,1
55,1948.2,2196.6,1
56,1891.0,2247.4,1
57,2011.7,2272.8,1
58,2037.1,2304.5,1
59,2056.1,2355.3,1
60,1897.4,2412.5,1
61,1897.4,2456.9,1
62,1916.4,2469.6,1
63,2056.1,2469.6,1
64,2157.7,2139.4,1
65,1637.0,2698.2,1
66,1706.9,2704.6,1
67,1764.0,2749.0,1
68,1706.9,2774.4,1
69,1764.0,2799.8,1
70,1872.0,3066.5,1
71,1852.9,3003.0,1
72,1872.0,2996.7,1
73,1897.4,2996.7,1
74,2214.9,2971.3,1
75,2195.8,2939.5,1
76,2246.6,2888.7,1
77,1891.0,2869.7,1
78,2202.2,2844.3,1
79,1903.7,2818.9,1
80,1872.0,2818.9,1
81,2011.7,2761.7,1
82,1903.7,2698.2,1
83,1954.5,2583.9,1
84,2056.1,2577.6,1
85,2094.2,2564.9,1
86,2195.8,2476.0,1
87,2589.5,2990.3,5
88,2608.6,2990.3,5
89,2507.0,3003.0,5
90,2894.3,3047.5,5
91,2894.3,3003.0,5
92,2907.0,2971.3,5
93,3027.7,3047.5,5
94,2792.7,2812.5,5
95,2227.6,2812.5,1
96,2583.2,2799.8,5
97,2595.9,2774.4,5
98,2507.0,2774.4,5
99,2722.9,2755.4,5
100,2614.9,2749.0,5
101,2888.0,2730.0,5
102,3211.8,2730.0,5
103,3142.0,2717.3,5
104,2754.6,2698.2,5
105,2456.2,2698.2,5
106,2570.5,2622.0,5
107,2722.9,2622.0,5
108,3364.2,2622.0,5
109,2900.7,2615.7,5
110,3135.6,2603.0,5
111,2710.2,2596.6,5
112,2716.5,2545.8,5
113,2888.0,2533.1,5
114,2849.9,2514.1,5
115,2297.4,2514.1,1
116,2608.6,2495.0,5
117,3224.5,2488.7,5
118,2691.1,2476.0,5
119,2875.3,2437.9,5
120,2500.6,2418.8,5
121,2430.8,2399.8,5
122,2875.3,2399.8,5
123,3129.3,2368.0,5
124,2583.2,2368.0,5
125,2494.3,2368.0,2
126,2780.0,2361.7,5
127,2335.5,2355.3,1
128,2614.9,2317.2,2
129,2926.1,2304.5,2
130,2805.4,2291.8,2
131,2583.2,2291.8,2
132,2824.5,2285.5,2
133,2862.6,2279.1,2
134,2799.1,2260.1,2
135,2691.1,2260.1,2
136,2754.6,2253.7,2
137,2913.4,2253.7,2
138,2348.2,2241.0,2
139,2907.0,2234.7,2
140,3135.6,2234.7,2
141,2926.1,2228.3,2
142,3434.1,2202.9,4
143,2881.6,2190.2,2
144,2602.2,2190.2,2
145,2710.2,2164.8,2
146,2792.7,2145.8,2
147,2824.5,2133.1,2
148,2424.4,2107.7,2
149,2868.9,2101.3,2
150,3434.1,2101.3,4
151,2614.9,2088.6,2
152,3078.5,2082.3,2
153,2589.5,2075.9,2
154,2487.9,2063.2,2
155,2735.6,2063.2,2
156,3446.8,2044.2,4
157,3351.5,2031.5,4
158,2627.6,2018.8,2
159,2697.5,2006.1,2
160,2487.9,1993.4,2
161,2684.8,1974.3,2
162,2462.5,1968.0,2
163,3135.6,1968.0,4
164,3396.0,1968.0,4
165,2748.3,1961.6,2
166,2722.9,1961.6,2
167,3230.9,1955.3,4
168,2970.5,1942.6,2
169,2475.2,1936.2,2
170,2513.3,1923.5,2
171,2926.1,1917.2,2
172,2494.3,1910.8,2
173,2614.9,1904.5,2
174,2519.7,1891.8,2
175,2589.5,1891.8,2
176,3408.7,1891.8,4
177,3643.6,1891.8,4
178,2786.4,1885.4,2
179,2659.4,1885.4,2
180,2494.3,1879.1,2
181,2957.8,1879.1,2
182,3459.5,1879.1,4
183,3053.1,1866.4,4
184,2773.7,1866.4,2
185,2710.2,1866.4,2
186,3237.2,1853.7,4
187,3326.1,1853.7,4
188,2735.6,1847.3,2
189,2494.3,1834.6,2
190,3269.0,1834.6,4
191,3307.1,1834.6,4
192,3364.2,1834.6,4
193,2672.1,1828.3,2
194,3351.5,1821.9,4
195,3472.2,1821.9,4
196,2868.9,1815.6,2
197,2811.8,1809.2,2
198,3351.5,1802.9,4
199,3294.4,1796.5,4
200,2545.1,1796.5,2
201,3110.2,1777.5,4
202,3161.0,1777.5,4
203,3281.7,1777.5,4
204,3338.8,1758.4,4
205,2995.9,1758.4,4
206,3199.1,1720.3,4
207,3002.3,1720.3,4
208,2634.0,1720.3,2
209,2507.0,1707.6,2
210,2964.2,1707.6,4
211,3059.4,1707.6,4
212,3097.5,1707.6,4
213,3643.6,1707.6,4
214,2805.4,1701.3,2
215,2583.2,1694.9,2
216,3078.5,1694.9,4
217,2894.3,1688.6,4
218,3148.3,1682.2,4
219,3218.2,1663.2,4
220,3199.1,1663.2,4
221,2729.2,1663.2,2
222,2951.5,1650.5,4
223,2430.8,1644.1,3
224,2507.0,1631.4,2
225,3599.2,1631.4,4
226,3135.6,1625.1,4
227,3078.5,1625.1,4
228,3059.4,1625.1,4
229,2773.7,1625.1,2
230,2913.4,1618.7,4
231,3307.1,1618.7,4
232,3135.6,1606.0,4
233,3015.0,1606.0,4
234,2424.4,1599.7,3
235,2830.8,1593.3,0
236,3294.4,1593.3,4
237,3129.3,1580.6,4
