point,X,Y,label
0,0.0,0.0,8
1,1224.3,945.6,8
2,1325.9,945.6,8
3,1325.9,971.0,8
4,1224.3,971.0,8
5,1224.3,996.4,8
6,1325.9,996.4,8
7,1325.9,1021.8,8
8,1224.3,1021.8,8
9,1186.2,1034.5,8
10,1084.6,1034.5,8
11,1052.8,1034.5,8
12,1027.4,1034.5,8
13,1224.3,1047.2,8
14,1325.9,1047.2,8
15,1186.2,1059.9,8
16,1084.6,1059.9,8
17,1052.8,1059.9,8
18,1027.4,1059.9,8
19,1224.3,1072.6,8
20,1325.9,1072.6,8
21,1186.2,1085.3,8
22,1084.6,1085.3,8
23,1052.8,1085.3,8
24,1027.4,1085.3,8
25,1224.3,1098.0,8
26,1325.9,1098.0,8
27,1186.2,1110.7,8
28,1084.6,1110.7,8
29,1052.8,1110.7,8
30,1027.4,1110.7,8
31,1224.3,1123.4,8
32,1325.9,1123.4,8
33,1186.2,1136.1,8
34,1084.6,1136.1,8
35,1052.8,1136.1,8
36,1027.4,1136.1,8
37,1224.3,1148.8,8
38,1325.9,1148.8,8
39,1186.2,1161.5,8
40,1084.6,1161.5,8
41,1052.8,1161.5,8
42,1027.4,1161.5,8
43,1224.3,1174.2,8
44,1325.9,1174.2,8
45,1186.2,1186.9,8
46,1084.6,1186.9,8
47,1052.8,1186.9,8
48,1027.4,1186.9,8
49,1224.3,1199.6,8
50,1325.9,1199.6,8
51,1186.2,1212.3,8
52,1084.6,1212.3,8
53,1052.8,1212.3,8
54,1027.4,1212.3,8
55,1224.3,1225.0,8
56,1325.9,1225.0,8
57,1186.2,1237.7,8
58,1084.6,1237.7,8
59,1052.8,1237.7,8
60,1027.4,1237.7,8
61,1224.3,1250.4,8
62,1325.9,1250.4,8
63,1186.2,1263.1,8
64,1084.6,1263.1,8
65,1052.8,1263.1,8
66,1027.4,1263.1,8
67,1224.3,1275.8,8
68,1325.9,1275.8,8
69,1186.2,1288.5,8
70,1084.6,1288.5,8
71,1052.8,1288.5,8
72,1027.4,1288.5,8
73,1027.4,1313.9,8
74,1052.8,1313.9,8
75,1084.6,1313.9,8
76,1186.2,1313.9,8
77,1287.8,1339.3,8
78,1262.4,1339.3,8
79,1186.2,1339.3,8
80,1084.6,1339.3,8
81,1052.8,1339.3,8
82,1027.4,1339.3,8
83,1027.4,1364.7,8
84,1052.8,1364.7,8
85,1084.6,1364.7,8
86,1186.2,1364.7,8
87,1186.2,1390.1,8
88,1084.6,1390.1,8
89,1052.8,1390.1,8
90,1027.4,1390.1,8
91,1224.3,1402.8,8
92,1325.9,1402.8,8
93,1186.2,1415.5,8
94,1084.6,1415.5,8
95,1052.8,1415.5,8
96,1027.4,1415.5,8
97,1224.3,1428.2,8
98,1325.9,1428.2,8
99,1325.9,1453.6,8
100,1224.3,1453.6,8
101,1224.3,1479.0,8
102,1325.9,1479.0,8
103,1186.2,1491.7,8
104,1084.6,1491.7,8
105,1052.8,1491.7,8
106,1027.4,1504.4,8
107,1224.3,1504.4,8
108,1325.9,1504.4,8
109,1052.8,1517.1,8
110,1224.3,1529.8,8
111,1325.9,1529.8,8
112,1325.9,1555.2,8
113,1224.3,1555.2,8
114,1224.3,1580.6,8
115,1325.9,1580.6,8
116,1325.9,1606.0,8
117,1224.3,1606.0,8
118,1224.3,1631.4,8
119,1325.9,1631.4,8
120,1325.9,1656.8,8
121,1224.3,1656.8,8
122,1224.3,1682.2,8
123,1325.9,1682.2,8
124,1325.9,1707.6,8
125,1224.3,1707.6,8
126,1224.3,1733.0,8
127,1325.9,1733.0,8
128,1097.3,1948.9,12
129,1071.9,1948.9,12
130,1224.3,2152.1,12
131,1325.9,2152.1,12
132,1325.9,2177.5,12
133,1224.3,2177.5,12
134,1224.3,2202.9,12
135,1325.9,2202.9,12
136,1325.9,2228.3,12
137,1224.3,2228.3,12
138,1224.3,2253.7,12
139,1325.9,2253.7,12
140,1325.9,2279.1,12
141,1224.3,2279.1,12
142,1224.3,2304.5,12
143,1325.9,2304.5,12
144,1325.9,2329.9,12
145,1224.3,2329.9,12
146,1224.3,2355.3,12
147,1325.9,2355.3,12
148,1325.9,2380.7,12
149,1224.3,2380.7,12
150,1224.3,2406.1,12
151,1325.9,2406.1,12
152,1325.9,2431.5,12
153,1224.3,2431.5,12
154,1224.3,2456.9,12
155,1325.9,2456.9,12
156,1325.9,2482.3,12
157,1224.3,2482.3,12
158,1262.4,2545.8,12
159,1287.8,2545.8,12
160,1325.9,2609.3,12
161,1224.3,2609.3,12
162,1224.3,2634.7,12
163,1325.9,2634.7,12
164,1186.2,2647.4,12
165,1084.6,2647.4,12
166,1052.8,2647.4,12
167,1027.4,2660.1,12
168,1224.3,2660.1,12
169,1325.9,2660.1,12
170,1052.8,2672.8,12
171,1224.3,2685.5,12
172,1325.9,2685.5,12
173,1325.9,2710.9,12
174,1224.3,2710.9,12
175,1224.3,2736.3,12
176,1325.9,2736.3,12
177,1325.9,2761.7,12
178,1224.3,2761.7,12
179,1224.3,2787.1,12
180,1325.9,2787.1,12
181,1325.9,2812.5,12
182,1224.3,2812.5,12
183,1325.9,2837.9,12
184,1224.3,2837.9,12
185,1186.2,2837.9,12
186,1084.6,2837.9,12
187,1224.3,2863.3,12
188,1325.9,2863.3,12
189,1325.9,2888.7,12
