point,X,Y,label
0,565.0,575.0,0
1,25.0,185.0,1
2,345.0,750.0,6
3,945.0,685.0,10
4,845.0,655.0,10
5,880.0,660.0,10
6,25.0,230.0,1
7,525.0,1000.0,9
8,580.0,1175.0,3
9,650.0,1130.0,3
10,1605.0,620.0,7
11,1220.0,580.0,7
12,1465.0,200.0,8
13,1530.0,5.0,8
14,845.0,680.0,10
15,725.0,370.0,5
16,145.0,665.0,6
17,415.0,635.0,6
18,510.0,875.0,9
19,560.0,365.0,5
20,300.0,465.0,6
21,520.0,585.0,0
22,480.0,415.0,5
23,835.0,625.0,10
24,975.0,580.0,10
25,1215.0,245.0,2
26,1320.0,315.0,2
27,1250.0,400.0,2
28,660.0,180.0,5
29,410.0,250.0,5
30,420.0,555.0,6
31,575.0,665.0,0
32,1150.0,1160.0,4
33,700.0,580.0,0
34,685.0,595.0,0
35,685.0,610.0,0
36,770.0,610.0,10
37,795.0,645.0,10
38,720.0,635.0,0
39,760.0,650.0,10
40,475.0,960.0,9
41,95.0,260.0,1
42,875.0,920.0,4
43,700.0,500.0,0
44,555.0,815.0,9
45,830.0,485.0,10
46,1170.0,65.0,2
47,830.0,610.0,10
48,605.0,625.0,0
49,595.0,360.0,5
50,1340.0,725.0,7
51,1740.0,245.0,8
